# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 16 09:22:14 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_mass,st_age,ra,dec,sy_dist
HD 4732 b,HD 4732,1,2,2,Radial Velocity,2012,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,371.74000000,1.129000,,,631.20722,,0.266000,,0,4898.00,1.39,,12.3085089,-24.1369079,54.7841000
HD 4732 c,HD 4732,1,2,2,Radial Velocity,2012,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,3184.20000000,4.725000,,,1069.49259,,0.187000,,0,4898.00,1.39,,12.3085089,-24.1369079,54.7841000
HD 47366 b,HD 47366,1,1,2,Radial Velocity,2016,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,360.08000000,1.207000,,,661.71874,,0.071000,,0,4866.00,1.81,1.610,99.4200181,-12.9856593,84.3552000
HD 47366 c,HD 47366,1,1,2,Radial Velocity,2016,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,677.53000000,1.840000,,,483.73484,,0.161000,,0,4866.00,1.81,1.610,99.4200181,-12.9856593,84.3552000
HD 47536 b,HD 47536,1,1,1,Radial Velocity,2002,<a refstr=SETIAWAN_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003A&A...398L..19S/abstract target=ref> Setiawan et al. 2003 </a>,712.13000000,1.930000,,,2330.00000,,0.200000,,0,4380.00,2.10,,99.4489580,-32.3394531,122.5360000
HD 4760 b,HD 4760,1,1,1,Radial Velocity,2021,<a refstr=NIEDZIELSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..58N/abstract target=ref>Niedzielski et al. 2021</a>,434.00000000,1.140000,,,4417.83700,,0.230000,,0,4076.00,1.05,,12.4161652,6.4071412,537.8730000
HD 48265 b,HD 48265,1,1,1,Radial Velocity,2008,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,778.51000000,1.814000,,,484.69075,,0.211000,,0,5733.00,1.31,4.201,100.0073683,-48.5418284,90.5446000
HD 4917 b,HD 4917,1,1,1,Radial Velocity,2018,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,400.50000000,1.167000,,,513.29545,,0.066000,,0,4802.00,1.32,,12.7762624,-12.9276648,204.2770000
HD 49674 b,HD 49674,1,1,1,Radial Velocity,2002,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.94737000,0.060000,,,31.78300,,0.090000,,0,5602.00,1.03,,102.8773483,40.8672284,43.0399000
HD 50499 b,HD 50499,1,1,2,Radial Velocity,2005,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,2447.10000000,3.833000,,,519.96988,,0.266000,,0,6102.00,1.25,2.391,103.0080750,-33.9152670,46.2845000
HD 50499 c,HD 50499,1,1,2,Radial Velocity,2019,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,8619.90000000,9.020000,,,931.24190,,0.000000,,0,6099.00,1.31,2.400,103.0080750,-33.9152670,46.2845000
HD 50554 b,HD 50554,1,1,1,Radial Velocity,2002,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,1293.00000000,2.353000,,,1574.46400,,0.501000,,0,5987.00,1.04,2.160,103.6782730,24.2451409,31.1664000
HD 51608 b,HD 51608,1,1,2,Radial Velocity,2019,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,14.07260000,0.105900,,,12.77000,,0.090000,,0,5358.00,0.80,,103.7137102,-55.2600189,35.0553000
HD 51608 c,HD 51608,1,1,2,Radial Velocity,2019,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,95.94460000,0.380900,,,14.31000,,0.140000,,0,5358.00,0.80,,103.7137102,-55.2600189,35.0553000
HD 52265 b,HD 52265,1,1,1,Radial Velocity,2000,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,119.27000000,0.520000,,,384.57430,,0.270000,,0,6136.00,1.20,,105.0746449,-5.3668142,29.9803000
HD 5278 b,HD 5278,1,1,2,Transit,2021,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,14.33915600,0.120200,2.450,0.219,7.80000,2.90000,0.080000,943,0,6203.00,1.13,3.000,12.5467785,-83.7437671,57.5846000
HD 5278 c,HD 5278,1,1,2,Radial Velocity,2021,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,40.87000000,0.241600,,,18.40000,,0.070000,,0,6203.00,1.13,3.000,12.5467785,-83.7437671,57.5846000
HD 5319 b,HD 5319,1,1,2,Radial Velocity,2007,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,637.10000000,1.570000,,,494.54348,,0.092000,,0,4871.00,1.27,,13.7558096,0.7893425,121.4050000
HD 5319 c,HD 5319,1,1,2,Radial Velocity,2014,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,872.20000000,1.930000,,,334.67499,,0.183000,,0,4871.00,1.27,,13.7558096,0.7893425,121.4050000
HD 55696 b,HD 55696,1,1,1,Radial Velocity,2018,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1827.00000000,3.180000,,,1230.00210,,0.705000,,0,6012.00,1.29,2.640,108.0622029,-38.1746390,77.9693000
HD 5583 b,HD 5583,1,1,1,Radial Velocity,2016,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,139.35000000,0.530000,,,1837.05740,,0.076000,,0,4830.00,1.01,7.410,14.4869460,34.9853306,219.2160000
HD 5608 b,HD 5608,1,2,1,Radial Velocity,2012,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,768.70000000,1.790000,,,371.22358,,0.110000,,0,4807.00,1.29,,14.5594349,33.9505774,58.1105000
HD 564 b,HD 564,1,1,1,Radial Velocity,2014,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,492.30000000,1.200000,,,104.88000,,0.096000,,0,5902.00,0.96,5.500,2.4694459,-50.2678998,51.1659000
HD 56414 b,HD 56414,1,1,1,Transit,2022,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...935L..10G/abstract target=ref>Giacalone et al. 2022</a>,29.04992000,0.229000,3.710,0.331,,,0.680000,1133,0,8500.00,1.89,0.420,107.8436846,-68.8333403,272.2170000
HD 56957 b,HD 56957,1,1,1,Radial Velocity,2022,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,5859.08992000,6.426000,,,1880.90851,,0.273000,,0,,1.03,,109.3253986,-40.6560651,61.4925000
HD 5891 b,HD 5891,1,1,1,Radial Velocity,2011,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,177.11000000,0.640000,,,2425.04290,,0.070000,,0,4673.00,1.93,,15.1383168,20.2923139,283.5020000
HD 59686 A b,HD 59686 A,1,2,1,Radial Velocity,2016,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,299.36000000,1.086000,,,2199.38360,,0.050000,,0,4658.00,1.90,1.730,112.9518629,17.0857195,89.2721000
HD 60292 b,HD 60292,1,1,1,Radial Velocity,2020,<a refstr=LEE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020JKAS...53...27L/abstract target=ref>Lee et al. 2020</a>,495.40000000,1.500000,,,2065.89500,,0.270000,,0,4348.00,1.70,1.800,114.6201698,66.2350517,315.2110000
HD 60532 b,HD 60532,1,1,2,Radial Velocity,2008,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,201.90000000,0.770000,,,336.89980,,0.260000,,0,6245.00,1.50,2.800,113.5130656,-22.2958661,25.9716000
HD 60532 c,HD 60532,1,1,2,Radial Velocity,2008,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,600.10000000,1.600000,,,797.75330,,0.030000,,0,6245.00,1.50,2.800,113.5130656,-22.2958661,25.9716000
HD 62364 b,HD 62364,1,1,2,Radial Velocity,2022,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,5138.00000000,6.150000,,,5965.63920,,0.607000,,0,6255.00,1.16,3.901,113.9052658,-75.5442707,53.1120000
HD 62364 c,HD 62364,1,1,2,Radial Velocity,2022,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,74839.94555000,36.984000,,,7923.46219,,0.773000,,0,,1.19,,113.9052658,-75.5442707,53.1120000
HD 62509 b,HD 62509,1,1,1,Radial Velocity,2006,<a refstr=HATZES_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...457..335H/abstract target=ref> Hatzes et al. 2006 </a>,589.64000000,1.640000,,,731.00000,,0.020000,,0,4892.63,,,116.3288240,28.0261270,
HD 62549 b,HD 62549,1,1,1,Radial Velocity,2022,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,14306.88519000,11.842000,,,2707.58020,,0.150000,,0,,1.08,,116.0821439,-5.0541223,49.3305000
HD 63433 b,HD 63433,1,1,3,Transit,2020,<a refstr=CAPISTRANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240104785C/abstract target=ref>Capistrant et al. 2024</a>,7.10793790,0.071400,2.112,0.188,,,0.240000,,0,5688.00,0.99,0.414,117.4793699,27.3631342,22.4035000
HD 63433 c,HD 63433,1,1,3,Transit,2020,<a refstr=CAPISTRANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240104785C/abstract target=ref>Capistrant et al. 2024</a>,20.54379100,0.144800,2.521,0.225,,,0.210000,,0,5688.00,0.99,0.414,117.4793699,27.3631342,22.4035000
HD 63433 d,HD 63433,1,1,3,Transit,2023,<a refstr=CAPISTRANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240104785C/abstract target=ref>Capistrant et al. 2024</a>,4.20907500,0.050300,1.073,0.096,,,0.160000,1040,0,5688.00,0.99,0.414,117.4793699,27.3631342,22.4035000
HD 63454 b,HD 63454,1,1,1,Radial Velocity,2005,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.81805000,0.040000,,,79.45750,,0.000000,,0,4812.00,0.42,,114.8406393,-78.2791464,37.6894000
HD 63765 b,HD 63765,1,1,1,Radial Velocity,2009,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,358.00000000,0.940000,,,168.44990,,0.240000,,0,5449.00,0.65,,116.9582617,-54.2653450,32.5376000
HD 63935 b,HD 63935,1,1,2,Transit,2021,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,9.05881100,,2.990,0.267,10.80000,2.20000,0.000000,911,0,5534.00,0.93,6.800,117.9246417,9.3852412,48.9739000
HD 63935 c,HD 63935,1,1,2,Radial Velocity,2021,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,21.40230000,,2.900,0.259,11.10000,2.50000,0.000000,684,0,5534.00,0.93,6.800,117.9246417,9.3852412,48.9739000
HD 64114 b,HD 64114,1,1,1,Radial Velocity,2019,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,45.79100000,0.246000,,,17.80000,,0.120000,,0,5676.00,0.95,,117.9825560,-11.0337221,31.5262000
HD 64121 b,HD 64121,1,1,1,Radial Velocity,2022,<a refstr=OTTONI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..87O/abstract target=ref>Ottoni et al. 2022</a>,623.00000000,1.510000,,,813.64072,,0.110000,,0,5078.00,1.64,,117.3651424,-54.8126136,129.9660000
HD 6434 b,HD 6434,1,1,1,Radial Velocity,2003,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,21.99800000,0.140000,,,155.73670,,0.170000,,0,5769.00,1.10,,16.1663441,-39.4904909,42.3580000
HD 65216 b,HD 65216,1,3,2,Radial Velocity,2003,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,577.60000000,1.301000,,,411.58985,,0.270000,,0,5612.00,0.87,,118.4209646,-63.6466892,35.1205000
HD 65216 c,HD 65216,1,3,2,Radial Velocity,2013,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,5370.00000000,5.750000,,,645.19490,,0.170000,,0,5612.00,0.87,,118.4209646,-63.6466892,35.1205000
HD 66141 b,HD 66141,1,1,1,Radial Velocity,2012,<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A.118L/abstract target=ref> Lee et al. 2012 </a>,480.50000000,1.200000,,,1906.90000,,0.070000,,0,4323.00,1.10,6.840,120.5662825,2.3350265,68.1509000
HD 66428 b,HD 66428,1,1,2,Radial Velocity,2005,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2269.81726000,3.395000,,,3478.94974,,0.471000,,0,,1.01,,120.8691654,-1.1636019,53.2817000
HD 66428 c,HD 66428,1,1,2,Radial Velocity,2021,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,10478.84437000,9.408000,,,560.64931,,0.207000,,0,,1.01,,120.8691654,-1.1636019,53.2817000
HD 67087 b,HD 67087,1,1,2,Radial Velocity,2015,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,352.20000000,1.080000,,,973.00000,,0.170000,,0,6330.00,1.36,1.450,121.9155672,31.5511553,76.5217000
HD 67087 c,HD 67087,1,1,2,Radial Velocity,2015,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,2374.00000000,3.860000,,,1540.00000,,0.760000,,0,6330.00,1.36,1.450,121.9155672,31.5511553,76.5217000
HD 6718 b,HD 6718,1,1,1,Radial Velocity,2009,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2496.00000000,3.550000,,,533.95440,,0.100000,,0,5801.00,1.08,,16.9536005,-8.2336165,51.3444000
HD 68402 b,HD 68402,1,1,1,Radial Velocity,2016,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,1103.00000000,2.180000,,,975.73810,,0.030000,,0,5950.00,1.12,2.000,121.3474609,-74.4100732,78.4293000
HD 6860 b,HD 6860,1,1,1,Radial Velocity,2023,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230715897L/abstract target=ref>Lee et al. 2023</a>,663.87000000,2.030000,,,8981.83078,,0.280000,,0,3802.00,2.49,,17.4329790,35.6204990,61.1246900
HD 68988 b,HD 68988,1,1,2,Radial Velocity,2001,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6.27711000,0.070000,,,626.12510,,0.120000,,0,5932.00,1.28,,124.5935429,61.4608518,60.8447000
HD 68988 c,HD 68988,1,1,2,Radial Velocity,2021,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,16000.00000000,13.200000,,,4767.42610,,0.450000,,0,5883.41,1.17,,124.5935429,61.4608518,60.8447000
HD 69123 b,HD 69123,1,1,1,Radial Velocity,2022,<a refstr=OTTONI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..87O/abstract target=ref>Ottoni et al. 2022</a>,1193.30000000,2.482000,,,966.19836,,0.190000,,0,4842.00,1.68,,123.5549900,-35.4899246,75.1160000
HD 69830 b,HD 69830,1,1,3,Radial Velocity,2006,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,8.66700000,0.078500,,,10.20000,,0.100000,,0,5385.00,0.86,7.000,124.6010091,-12.6364246,12.5591000
HD 69830 c,HD 69830,1,1,3,Radial Velocity,2006,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,31.56000000,0.186000,,,11.80000,,0.130000,,0,5385.00,0.86,7.000,124.6010091,-12.6364246,12.5591000
HD 69830 d,HD 69830,1,1,3,Radial Velocity,2006,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,197.00000000,0.630000,,,18.10000,,0.070000,,0,5385.00,0.86,7.000,124.6010091,-12.6364246,12.5591000
HD 70573 b,HD 70573,1,1,1,Radial Velocity,2007,<a refstr=SETIAWAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660L.145S/abstract target=ref>Setiawan et al. 2007</a>,851.80000000,1.760000,,,1900.00000,,0.400000,,0,5737.00,1.00,0.102,125.7079153,1.8591088,59.1820000
HD 70642 b,HD 70642,1,1,1,Radial Velocity,2003,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,2124.54000000,3.318000,,,633.43519,,0.175000,,0,5732.00,1.08,0.919,125.3661079,-39.7044432,29.2760000
HD 7199 b,HD 7199,1,1,1,Radial Velocity,2011,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,615.00000000,1.360000,,,85.81410,,0.190000,,0,5371.00,0.77,,17.6979344,-66.1886947,36.1531000
HD 72490 b,HD 72490,1,1,1,Radial Velocity,2018,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,858.00000000,1.880000,,,561.92344,,0.124000,,0,4934.00,1.21,,128.4028287,13.5507189,126.3390000
HD 72659 b,HD 72659,1,1,2,Radial Velocity,2002,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,3549.39854000,4.691000,,,949.67128,,0.257000,,0,,1.09,,128.5128072,-1.5686323,51.8949000
HD 72659 c,HD 72659,1,1,2,Radial Velocity,2022,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,18207.72098000,13.959000,,,5977.08102,,0.091000,,0,,1.09,,128.5128072,-1.5686323,51.8949000
HD 72892 b,HD 72892,1,1,1,Radial Velocity,2016,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,39.44603000,0.228000,,,1737.88573,,0.419000,,0,,1.01,,128.7195554,-14.4574311,69.7311000
HD 73256 c,HD 73256,1,1,1,Radial Velocity,2023,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,2690.00000000,3.800000,,,5085.25451,,0.160000,,0,,1.00,2.200,129.0949961,-30.0373339,36.7080000
HD 73267 b,HD 73267,1,1,2,Radial Velocity,2008,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1257.99159000,2.229000,,,1321.53052,,0.261000,,0,,0.93,,129.0735123,-34.4594469,50.4093000
HD 73267 c,HD 73267,1,1,2,Radial Velocity,2022,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,17071.78045000,12.688000,,,1630.77756,,0.089000,,0,,0.93,,129.0735123,-34.4594469,50.4093000
HD 73344 b,HD 73344,1,1,1,Transit,2024,<a refstr=SULIS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240517155S/abstract target=ref>Sulis et al. 2024</a>,15.61100000,0.131000,2.884,0.257,10.48000,2.45100,0.030000,911,0,6252.60,1.20,1.150,129.6894456,23.6852651,35.2600000
HD 73526 b,HD 73526,1,1,2,Radial Velocity,2002,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,188.30000000,0.650000,,,978.91640,,0.190000,,0,5601.00,1.14,,129.3183310,-41.3184231,97.2396000
HD 73526 c,HD 73526,1,1,2,Radial Velocity,2005,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..140W/abstract target=ref>  Wittenmyer et al. 2014 </a>,379.10000000,1.030000,,,715.09000,,0.280000,,0,,1.01,,129.3183310,-41.3184231,97.2396000
HD 73534 b,HD 73534,1,1,1,Radial Velocity,2008,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1750.00000000,2.990000,,,353.42696,,0.126000,,0,4917.00,1.16,,129.8153421,12.9599703,83.3321000
HD 73583 b,HD 73583,1,1,2,Transit,2022,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,6.39804200,0.060400,2.790,0.249,10.20000,2.58000,0.090000,714,0,4511.00,0.73,0.480,129.6883026,-13.2565267,31.5666000
HD 73583 c,HD 73583,1,1,2,Transit,2022,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,18.87974000,0.124200,2.390,0.213,9.70000,3.88000,0.080000,498,0,4511.00,0.73,0.480,129.6883026,-13.2565267,31.5666000
HD 74156 b,HD 74156,1,1,2,Radial Velocity,2003,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,51.63564000,0.280000,,,532.36258,,0.636000,,0,,1.10,,130.6047813,4.5772338,57.6030000
HD 74156 c,HD 74156,1,1,2,Radial Velocity,2003,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2448.48726000,3.678000,,,2753.98315,,0.377000,,0,,1.10,,130.6047813,4.5772338,57.6030000
HD 7449 b,HD 7449,1,2,1,Radial Velocity,2011,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1270.55195000,2.438000,,,2597.92940,,0.752000,,0,,1.20,,18.6214650,-5.0479716,38.6620000
